actor_key,actor_name,month,n_articles,n_unique_articles,n_direct_conflict_relevance,n_physical_violence,n_fatalities_present,n_context_cbt,n_context_civ,n_context_pol,n_context_other,share_direct_conflict_relevance_raw,share_physical_violence_raw,share_fatalities_present_raw,share_context_cbt_raw,share_context_civ_raw,share_context_pol_raw,share_context_other_raw,log1p_n_articles,y_ucdp_actor_fatalities,n_ucdp_actor_events,log1p_y_ucdp_actor_fatalities,y_ucdp_actor_fatalities_next,log1p_y_ucdp_actor_fatalities_next,log1p_y_ucdp_actor_fatalities_lag1,log1p_y_ucdp_actor_fatalities_lag2,period_start,year,month_of_year,period_index,time_years,taliban_transition_month,taliban_post_takeover,hamas_post_oct2023,taliban_outcome_transition_aug2021,taliban_outcome_post_takeover,hamas_outcome_post_oct2023
303,Taliban,2020-02,403.0,403.0,328.0,177.0,164.0,161.0,12.0,191.0,39.0,0.8138957816377171,0.4392059553349876,0.40694789081885857,0.39950372208436724,0.02977667493796526,0.4739454094292804,0.0967741935483871,6.0014148779611505,2733.0,308.0,7.913521017283895,1090.0,6.994849985833071,7.399398083331354,,2020-02-01,2020,2,1,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
303,Taliban,2020-03,649.0,649.0,546.0,383.0,311.0,344.0,16.0,233.0,56.0,0.8412942989214176,0.5901386748844376,0.47919876733436056,0.5300462249614792,0.02465331278890601,0.35901386748844377,0.08628659476117104,6.476972362889683,1090.0,246.0,6.994849985833071,1030.0,6.93828448401696,7.913521017283895,7.399398083331354,2020-03-01,2020,3,2,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
303,Taliban,2020-04,310.0,310.0,272.0,200.0,188.0,170.0,15.0,109.0,16.0,0.8774193548387097,0.6451612903225806,0.6064516129032258,0.5483870967741935,0.04838709677419355,0.35161290322580646,0.05161290322580645,5.739792912179234,1030.0,206.0,6.93828448401696,1093.0,6.9975959829819265,6.994849985833071,7.913521017283895,2020-04-01,2020,4,3,0.25,0.0,0.0,0.0,0.0,0.0,0.0
303,Taliban,2020-05,497.0,497.0,445.0,346.0,336.0,314.0,23.0,136.0,24.0,0.8953722334004024,0.6961770623742455,0.676056338028169,0.6317907444668008,0.04627766599597585,0.27364185110663986,0.0482897384305835,6.210600077024653,1093.0,192.0,6.9975959829819265,1472.0,7.29505641646263,6.93828448401696,6.994849985833071,2020-05-01,2020,5,4,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
303,Taliban,2020-06,419.0,419.0,301.0,202.0,191.0,181.0,29.0,166.0,43.0,0.7183770883054893,0.4821002386634845,0.45584725536992843,0.431980906921241,0.06921241050119331,0.39618138424821003,0.1026252983293556,6.040254711277414,1472.0,215.0,7.29505641646263,1546.0,7.344072850573066,6.9975959829819265,6.93828448401696,2020-06-01,2020,6,5,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0
303,Taliban,2020-07,543.0,543.0,439.0,307.0,293.0,258.0,47.0,204.0,34.0,0.8084714548802947,0.565377532228361,0.5395948434622467,0.47513812154696133,0.0865561694290976,0.3756906077348066,0.06261510128913444,6.298949246855942,1546.0,272.0,7.344072850573066,1347.0,7.206377291472252,7.29505641646263,6.9975959829819265,2020-07-01,2020,7,6,0.5,0.0,0.0,0.0,0.0,0.0,0.0
303,Taliban,2020-08,334.0,334.0,287.0,221.0,180.0,194.0,24.0,97.0,19.0,0.8592814371257484,0.6616766467065869,0.5389221556886228,0.5808383233532934,0.0718562874251497,0.2904191616766467,0.05688622754491018,5.814130531825066,1347.0,263.0,7.206377291472252,1763.0,7.475339236566737,7.344072850573066,7.29505641646263,2020-08-01,2020,8,7,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0
303,Taliban,2020-09,397.0,397.0,339.0,259.0,240.0,244.0,12.0,113.0,28.0,0.853904282115869,0.6523929471032746,0.6045340050377834,0.6146095717884131,0.030226700251889168,0.28463476070528965,0.07052896725440806,5.986452005284438,1763.0,288.0,7.475339236566737,2671.0,7.890582534656536,7.206377291472252,7.344072850573066,2020-09-01,2020,9,8,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
303,Taliban,2020-10,349.0,349.0,296.0,247.0,213.0,228.0,18.0,81.0,22.0,0.8481375358166189,0.7077363896848138,0.6103151862464183,0.6532951289398281,0.05157593123209169,0.23209169054441262,0.06303724928366762,5.857933154483459,2671.0,299.0,7.890582534656536,1866.0,7.532088143541722,7.475339236566737,7.206377291472252,2020-10-01,2020,10,9,0.75,0.0,0.0,0.0,0.0,0.0,0.0
303,Taliban,2020-11,235.0,235.0,193.0,145.0,128.0,133.0,7.0,82.0,13.0,0.8212765957446808,0.6170212765957447,0.5446808510638298,0.5659574468085107,0.029787234042553193,0.34893617021276596,0.05531914893617021,5.4638318050256105,1866.0,278.0,7.532088143541722,2033.0,7.617759576608505,7.890582534656536,7.475339236566737,2020-11-01,2020,11,10,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
