actor_key,actor_name,period_start,period_end,period_index,n_articles,n_unique_articles,n_direct_conflict_relevance,n_physical_violence,n_fatalities_present,n_context_three_violent,n_context_three_pol,n_context_three_other,y_ucdp_actor_fatalities,n_ucdp_actor_events,log1p_y_ucdp_actor_fatalities,log1p_n_articles,share_direct_conflict_relevance_raw,share_physical_violence_raw,share_fatalities_present_raw,share_context_three_violent_raw,share_context_three_pol_raw,share_context_three_other_raw,log1p_y_ucdp_actor_fatalities_next,y_ucdp_actor_fatalities_next,log1p_y_ucdp_actor_fatalities_lag1,log1p_y_ucdp_actor_fatalities_lag2,outcome_period_start,outcome_period_end,time_years,taliban_outcome_transition_aug2021,taliban_outcome_post_takeover,hamas_outcome_post_oct2023,month,share_direct_conflict_relevance_calibrated,share_physical_violence_calibrated,share_fatalities_present_calibrated
209,Hamas,2020-01-13,2020-01-27,7,106.0,106.0,80.0,69.0,13.0,66.0,30.0,10.0,3.0,1.0,1.3862943611198906,4.672828834461906,0.7547169811320755,0.6509433962264151,0.12264150943396226,0.6226415094339622,0.2830188679245283,0.09433962264150944,0.0,0.0,0.0,0.6931471805599453,2020-01-27,2020-02-10,0.2683093771389459,0.0,0.0,0.0,2020-01-13,0.8153669236338857,0.6826928345723209,0.0
209,Hamas,2020-01-27,2020-02-10,8,164.0,164.0,143.0,111.0,14.0,107.0,45.0,12.0,0.0,0.0,0.0,5.10594547390058,0.8719512195121951,0.676829268292683,0.08536585365853659,0.6524390243902439,0.27439024390243905,0.07317073170731707,0.0,0.0,1.3862943611198906,0.0,2020-02-10,2020-02-24,0.3066392881587953,0.0,0.0,0.0,2020-01-27,0.9953201563618345,0.719792576676977,0.0
209,Hamas,2020-02-10,2020-02-24,9,93.0,93.0,72.0,49.0,12.0,52.0,32.0,9.0,0.0,0.0,0.0,4.543294782270004,0.7741935483870968,0.5268817204301075,0.12903225806451613,0.5591397849462365,0.34408602150537637,0.0967741935483871,0.0,0.0,0.0,1.3862943611198906,2020-02-24,2020-03-09,0.34496919917864477,0.0,0.0,0.0,2020-02-10,0.8452632345445278,0.5048871123879711,0.0
209,Hamas,2020-02-24,2020-03-09,10,43.0,43.0,27.0,17.0,9.0,18.0,19.0,6.0,0.0,0.0,0.0,3.784189633918261,0.627906976744186,0.3953488372093023,0.20930232558139536,0.4186046511627907,0.4418604651162791,0.13953488372093023,0.0,0.0,0.0,0.0,2020-03-09,2020-03-23,0.38329911019849416,0.0,0.0,0.0,2020-02-24,0.6207149981626332,0.31637362389968254,0.09672772175344724
209,Hamas,2020-03-09,2020-03-23,11,11.0,11.0,2.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,2.4849066497880004,0.18181818181818182,0.0,0.0,0.0,0.8181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,2020-03-23,2020-04-06,0.4216290212183436,0.0,0.0,0.0,2020-03-09,0.0,0.0,0.0
209,Hamas,2020-03-23,2020-04-06,12,32.0,32.0,22.0,11.0,3.0,12.0,16.0,4.0,0.0,0.0,0.0,3.4965075614664802,0.6875,0.34375,0.09375,0.375,0.5,0.125,0.0,0.0,0.0,0.0,2020-04-06,2020-04-20,0.459958932238193,0.0,0.0,0.0,2020-03-23,0.7121896162528217,0.24242195062923524,0.0
209,Hamas,2020-04-06,2020-04-20,13,19.0,19.0,7.0,2.0,0.0,4.0,14.0,1.0,0.0,0.0,0.0,2.995732273553991,0.3684210526315789,0.10526315789473684,0.0,0.21052631578947367,0.7368421052631579,0.05263157894736842,0.0,0.0,0.0,0.0,2020-04-20,2020-05-04,0.49828884325804246,0.0,0.0,0.0,2020-04-06,0.22240703338481638,0.0,0.0
209,Hamas,2020-04-20,2020-05-04,14,17.0,17.0,11.0,4.0,2.0,4.0,9.0,4.0,0.0,0.0,0.0,2.8903717578961645,0.6470588235294118,0.23529411764705882,0.11764705882352941,0.23529411764705882,0.5294117647058824,0.23529411764705882,0.0,0.0,0.0,0.0,2020-05-04,2020-05-18,0.5366187542778919,0.0,0.0,0.0,2020-04-20,0.6501128668171559,0.08698251807983601,0.0
209,Hamas,2020-05-04,2020-05-18,15,24.0,24.0,16.0,8.0,0.0,10.0,12.0,2.0,0.0,0.0,0.0,3.2188758248682006,0.6666666666666666,0.3333333333333333,0.0,0.4166666666666667,0.5,0.08333333333333333,0.0,0.0,0.0,0.0,2020-05-18,2020-06-01,0.5749486652977412,0.0,0.0,0.0,2020-05-04,0.6802106847253574,0.22749273959341723,0.0
209,Hamas,2020-05-18,2020-06-01,16,18.0,18.0,11.0,4.0,1.0,6.0,11.0,1.0,0.0,0.0,0.0,2.9444389791664403,0.6111111111111112,0.2222222222222222,0.05555555555555555,0.3333333333333333,0.6111111111111112,0.05555555555555555,0.0,0.0,0.0,0.0,2020-06-01,2020-06-15,0.6132785763175906,0.0,0.0,0.0,2020-05-18,0.5949335339854528,0.06824782187802517,0.0
