model_id,term,estimate,hac_se,z,p_value,ci_low,ci_high,is_signal
single_direct_conflict_relevance_raw,share_direct_conflict_relevance_raw,0.9629453167453126,0.6273511532103189,1.534938306589015,0.12479898288852041,-0.26666294354691233,2.1925535770375375,True
single_direct_conflict_relevance_raw,log1p_y_ucdp_actor_fatalities,0.4271355844984193,0.07649084804093896,5.584139742702427,2.34859809554151e-08,0.277213522338179,0.5770576466586597,False
single_direct_conflict_relevance_raw,log1p_y_ucdp_actor_fatalities_lag1,0.08781435090568027,0.06773334142587821,1.2964715612292221,0.19481307164139638,-0.044942998289041025,0.22057170010040156,False
single_direct_conflict_relevance_raw,log1p_y_ucdp_actor_fatalities_lag2,0.008110726192950099,0.07602626678816433,0.10668321010091693,0.9150403029793395,-0.14090075671185198,0.1571222090977522,False
single_direct_conflict_relevance_raw,log1p_n_articles,-0.10273474431201057,0.06575578708295989,-1.562368102786097,0.11820129688050808,-0.23161608699461195,0.0261465983705908,False
single_direct_conflict_relevance_raw,time_years,-0.06371276098640039,0.05096345566353354,-1.2501656364717337,0.21123904689723913,-0.16360113408692611,0.036175612114125344,False
single_direct_conflict_relevance_raw,taliban_outcome_transition_aug2021,-0.2842813601904275,0.24314492675329274,-1.1691848313942979,0.24232917121803751,-0.7608454166268812,0.19228269624602629,False
single_direct_conflict_relevance_raw,taliban_outcome_post_takeover,-1.9066757859573424,0.4236820000909597,-4.500252041738854,6.787293677169411e-06,-2.7370925061356233,-1.0762590657790616,False
single_direct_conflict_relevance_raw,hamas_outcome_post_oct2023,3.1902637954236077,0.807144738890594,3.95253000076364,7.732923038166305e-05,1.6082601071980436,4.772267483649172,False
single_direct_conflict_relevance_raw,Intercept,0.1033715730137783,0.4612015515337797,0.22413535399003767,0.8226519836925844,-0.8005834679924299,1.0073266140199864,False
single_direct_conflict_relevance_raw,actor_Taliban,3.022242504500337,0.6242254078763163,4.8415884172070776,1.2880534004214994e-06,1.798760705062757,4.245724303937917,False
single_direct_conflict_relevance_raw,actor_FARC_family,0.5881370237105723,0.2047803292508866,2.872038666321394,0.0040783306325890755,0.18676757837883456,0.9895064690423101,False
single_physical_violence_raw,share_physical_violence_raw,1.0296796042518763,0.42419075357909136,2.4273975695226704,0.015207580505474761,0.19826572723685731,1.8610934812668953,True
single_physical_violence_raw,log1p_y_ucdp_actor_fatalities,0.40358340534539194,0.07282859138763546,5.541551712805894,2.998030090900606e-08,0.2608393662256264,0.5463274444651575,False
single_physical_violence_raw,log1p_y_ucdp_actor_fatalities_lag1,0.09860194047725693,0.06427746856476613,1.5340047248112358,0.12502849041930797,-0.027381897909684677,0.22458577886419853,False
single_physical_violence_raw,log1p_y_ucdp_actor_fatalities_lag2,0.012600572869291171,0.07517922571977324,0.16760711152119562,0.8668923761664913,-0.13475070954146437,0.1599518552800467,False
single_physical_violence_raw,log1p_n_articles,-0.11599691261170912,0.06768985376632541,-1.7136528764288108,0.0865924962560696,-0.24866902599370694,0.01667520077028868,False
single_physical_violence_raw,time_years,-0.06385114528349645,0.049519853021370644,-1.2894049838140882,0.19725732968847182,-0.1609100572053829,0.03320776663839001,False
single_physical_violence_raw,taliban_outcome_transition_aug2021,-0.24357368869505097,0.2511301999888712,-0.9699099857597568,0.33209136216142887,-0.7357888806732384,0.24864150328313656,False
single_physical_violence_raw,taliban_outcome_post_takeover,-1.9201611453340939,0.4220898317338367,-4.549176504552514,5.3856256790788e-06,-2.747457215532414,-1.092865075135774,False
single_physical_violence_raw,hamas_outcome_post_oct2023,3.3754789828043554,0.803552810746153,4.20069339272175,2.6609875560184392e-05,1.8005154737418956,4.9504424918668155,False
single_physical_violence_raw,Intercept,0.4052274971585865,0.33447147040296865,1.211545775998089,0.22568630184039856,-0.250336584831232,1.060791579148405,False
single_physical_violence_raw,actor_Taliban,3.0432170780055796,0.6046634316835792,5.032910737684725,4.830880989901383e-07,1.8580767519057644,4.228357404105395,False
single_physical_violence_raw,actor_FARC_family,0.5261785011405999,0.2010402939257445,2.6172788094656654,0.008863391185021186,0.13213952504614074,0.9202174772350591,False
single_fatalities_present_raw,share_fatalities_present_raw,0.1994809275113886,0.3847446712712203,0.5184761282132673,0.6041261114273193,-0.5546186281802032,0.9535804832029804,True
single_fatalities_present_raw,log1p_y_ucdp_actor_fatalities,0.4364043284678064,0.07660149701146375,5.697073105536,1.2188167474275351e-08,0.2862653943253375,0.5865432626102753,False
single_fatalities_present_raw,log1p_y_ucdp_actor_fatalities_lag1,0.08962432964926634,0.06899971705010882,1.2989086547149107,0.19397527916999016,-0.045615115768946946,0.22486377506747962,False
single_fatalities_present_raw,log1p_y_ucdp_actor_fatalities_lag2,0.010476017475003548,0.07314113908263452,0.14323016576441053,0.8861084065952393,-0.13288061512696012,0.1538326500769672,False
single_fatalities_present_raw,log1p_n_articles,-0.06277297137959534,0.07188393623387718,-0.8732545081471477,0.38252437042914367,-0.20366548639799462,0.07811954363880394,False
single_fatalities_present_raw,time_years,-0.05058055048574622,0.05024160152129187,-1.0067463805728947,0.3140566675603446,-0.14905408946747828,0.04789298849598583,False
single_fatalities_present_raw,taliban_outcome_transition_aug2021,-0.3195094790250632,0.2483157069295978,-1.2867066806839174,0.19819654365339723,-0.806208264607075,0.16718930655694847,False
single_fatalities_present_raw,taliban_outcome_post_takeover,-1.9955986568973048,0.44676069266323903,-4.466817895283269,7.93916545261794e-06,-2.8712496145172532,-1.1199476992773563,False
