model_id,term,estimate,hac_se,z,p_value,ci_low,ci_high,is_signal,fdr_p
single_direct_conflict_relevance_raw,share_direct_conflict_relevance_raw,0.9629453167453126,0.6273511532103189,1.534938306589015,0.12479898288852041,-0.26666294354691233,2.1925535770375375,True,0.1871984743327806
single_physical_violence_raw,share_physical_violence_raw,1.0296796042518763,0.42419075357909136,2.4273975695226704,0.015207580505474761,0.19826572723685731,1.8610934812668953,True,0.04562274151642429
single_fatalities_present_raw,share_fatalities_present_raw,0.1994809275113886,0.3847446712712203,0.5184761282132673,0.6041261114273193,-0.5546186281802032,0.9535804832029804,True,0.6041261114273193
