variable,jensen_shannon_distance,largest_category_change_pp
event_time_relation,0.177105398582952,14.379095225209932
event_context,0.16699474055096758,17.73718941260795
conflict_relevance,0.15695710537978877,14.428227516922254
matched_actor_role,0.13871494603393825,13.278696821915753
event_modality,0.04463051993804297,2.5057886698151677
