month,period_start,regime,y_ucdp_actor_fatalities_next,next_month_outcome_available,n_articles,share_conflict_relevance_direct_all,share_conflict_relevance_direct_clear,share_conflict_relevance_direct_unresolved,share_event_context_cbt_all,share_event_context_cbt_clear,share_event_context_cbt_unresolved,share_event_modality_realized_all,share_event_modality_realized_clear,share_event_modality_realized_unresolved,share_matched_actor_role_perpetrator_all,share_matched_actor_role_perpetrator_clear,share_matched_actor_role_perpetrator_unresolved,share_event_time_relation_current_or_recent_all,share_event_time_relation_current_or_recent_clear,share_event_time_relation_current_or_recent_unresolved,share_physical_violence_occurred_all,share_physical_violence_occurred_clear,share_physical_violence_occurred_unresolved,share_fatalities_present_all,share_fatalities_present_clear,share_fatalities_present_unresolved,share_injuries_present_all,share_injuries_present_clear,share_injuries_present_unresolved,share_any_matched_actor_mentioned_all,share_any_matched_actor_mentioned_clear,share_any_matched_actor_mentioned_unresolved,share_any_physical_violence_mentioned_all,share_any_physical_violence_mentioned_clear,share_any_physical_violence_mentioned_unresolved,share_any_fatalities_mentioned_all,share_any_fatalities_mentioned_clear,share_any_fatalities_mentioned_unresolved,share_any_injuries_mentioned_all,share_any_injuries_mentioned_clear,share_any_injuries_mentioned_unresolved,share_any_weapon_mentioned_all,share_any_weapon_mentioned_clear,share_any_weapon_mentioned_unresolved,log1p_n_articles,log1p_actor_linked_fatalities_next
2022-01,2022-01-01,Post-takeover,21.0,True,376,0.6356382978723404,0.6390374331550802,0.005319148936170213,0.2127659574468085,0.23255813953488372,0.0851063829787234,0.9042553191489362,0.9912536443148688,0.08776595744680851,0.4654255319148936,0.501432664756447,0.07180851063829788,0.6090425531914894,0.6505681818181818,0.06382978723404255,0.3324468085106383,0.37650602409638556,0.11702127659574468,0.2393617021276596,0.2647058823529412,0.09574468085106383,0.10372340425531915,0.12420382165605096,0.16489361702127658,0.9228723404255319,0.9228723404255319,0.0,0.6888297872340425,0.7018970189701897,0.018617021276595744,0.4574468085106383,0.46994535519125685,0.026595744680851064,0.1675531914893617,0.19384615384615383,0.1356382978723404,0.3537234042553192,0.37464788732394366,0.05585106382978723,5.932245187448011,3.091042453358316
2022-02,2022-02-01,Post-takeover,46.0,True,213,0.676056338028169,0.676056338028169,0.0,0.23943661971830985,0.26288659793814434,0.0892018779342723,0.9107981220657277,1.0,0.0892018779342723,0.431924882629108,0.46938775510204084,0.07981220657276995,0.5821596244131455,0.62,0.06103286384976526,0.29577464788732394,0.3247422680412371,0.0892018779342723,0.20657276995305165,0.22916666666666666,0.09859154929577464,0.13145539906103287,0.15555555555555556,0.15492957746478872,0.9014084507042254,0.909952606635071,0.009389671361502348,0.676056338028169,0.6792452830188679,0.004694835680751174,0.4694835680751174,0.4784688995215311,0.018779342723004695,0.20657276995305165,0.2430939226519337,0.15023474178403756,0.39906103286384975,0.4166666666666667,0.04225352112676056,5.365976015021851,3.8501476017100584
2022-03,2022-03-01,Post-takeover,98.0,True,194,0.634020618556701,0.640625,0.010309278350515464,0.23195876288659795,0.25,0.07216494845360824,0.9175257731958762,0.994413407821229,0.07731958762886598,0.4742268041237113,0.5082872928176796,0.06701030927835051,0.5927835051546392,0.6318681318681318,0.061855670103092786,0.29896907216494845,0.3240223463687151,0.07731958762886598,0.2422680412371134,0.2655367231638418,0.08762886597938144,0.15979381443298968,0.18452380952380953,0.13402061855670103,0.9072164948453608,0.9072164948453608,0.0,0.6804123711340206,0.6804123711340206,0.0,0.4381443298969072,0.4473684210526316,0.020618556701030927,0.23711340206185566,0.2875,0.17525773195876287,0.3865979381443299,0.4076086956521739,0.05154639175257732,5.272999558563747,4.59511985013459
2022-04,2022-04-01,Post-takeover,176.0,True,237,0.7974683544303798,0.8042553191489362,0.008438818565400843,0.5147679324894515,0.5446428571428571,0.05485232067510549,0.9451476793248945,0.9955555555555555,0.05063291139240506,0.3628691983122363,0.39631336405529954,0.08438818565400844,0.7890295358649789,0.8201754385964912,0.0379746835443038,0.6371308016877637,0.6711111111111111,0.05063291139240506,0.540084388185654,0.5765765765765766,0.06329113924050633,0.45147679324894513,0.5071090047393365,0.10970464135021098,0.9156118143459916,0.9273504273504274,0.012658227848101266,0.8649789029535865,0.8874458874458875,0.02531645569620253,0.7257383966244726,0.7381974248927039,0.016877637130801686,0.4810126582278481,0.5428571428571428,0.11392405063291139,0.5949367088607594,0.6380090497737556,0.06751054852320675,5.472270673671475,5.176149732573829
2022-05,2022-05-01,Post-takeover,147.0,True,204,0.6666666666666666,0.6666666666666666,0.0,0.4068627450980392,0.43455497382198954,0.06372549019607843,0.9362745098039216,1.0,0.06372549019607843,0.4166666666666667,0.44502617801047123,0.06372549019607843,0.6372549019607843,0.6770833333333334,0.058823529411764705,0.3872549019607843,0.42245989304812837,0.08333333333333333,0.25980392156862747,0.28342245989304815,0.08333333333333333,0.17647058823529413,0.1978021978021978,0.10784313725490197,0.946078431372549,0.946078431372549,0.0,0.7598039215686274,0.7711442786069652,0.014705882352941176,0.47058823529411764,0.4873096446700508,0.03431372549019608,0.2696078431372549,0.30386740331491713,0.11274509803921569,0.4166666666666667,0.4381443298969072,0.049019607843137254,5.3230099791384085,4.997212273764115
2022-06,2022-06-01,Post-takeover,85.0,True,224,0.6919642857142857,0.695067264573991,0.004464285714285714,0.4375,0.4803921568627451,0.08928571428571429,0.9107142857142857,1.0,0.08928571428571429,0.34375,0.375609756097561,0.08482142857142858,0.75,0.7850467289719626,0.044642857142857144,0.4955357142857143,0.5414634146341464,0.08482142857142858,0.35714285714285715,0.418848167539267,0.14732142857142858,0.29017857142857145,0.34946236559139787,0.16964285714285715,0.9330357142857143,0.9372197309417041,0.004464285714285714,0.8348214285714286,0.8385650224215246,0.004464285714285714,0.5848214285714286,0.6267942583732058,0.06696428571428571,0.45535714285714285,0.5284974093264249,0.13839285714285715,0.39732142857142855,0.4218009478672986,0.05803571428571429,5.41610040220442,4.454347296253507
2022-07,2022-07-01,Post-takeover,55.0,True,157,0.6178343949044586,0.6298701298701299,0.01910828025477707,0.29936305732484075,0.33098591549295775,0.09554140127388536,0.8980891719745223,0.9929577464788732,0.09554140127388536,0.3885350318471338,0.4357142857142857,0.10828025477707007,0.5923566878980892,0.6503496503496503,0.08917197452229299,0.43312101910828027,0.4788732394366197,0.09554140127388536,0.3375796178343949,0.38405797101449274,0.12101910828025478,0.21019108280254778,0.2619047619047619,0.19745222929936307,0.910828025477707,0.9225806451612903,0.012738853503184714,0.7452229299363057,0.7452229299363057,0.0,0.554140127388535,0.58,0.044585987261146494,0.3057324840764331,0.366412213740458,0.16560509554140126,0.40764331210191085,0.43243243243243246,0.05732484076433121,5.062595033026967,4.02535169073515
2022-08,2022-08-01,Post-takeover,233.0,True,504,0.7202380952380952,0.726,0.007936507936507936,0.4146825396825397,0.4409282700421941,0.05952380952380952,0.9384920634920635,1.0,0.061507936507936505,0.40476190476190477,0.43037974683544306,0.05952380952380952,0.6765873015873016,0.7089397089397089,0.04563492063492063,0.5218253968253969,0.5595744680851064,0.06746031746031746,0.43253968253968256,0.461864406779661,0.06349206349206349,0.20238095238095238,0.25,0.19047619047619047,0.9523809523809523,0.9561752988047809,0.003968253968253968,0.8392857142857143,0.8493975903614458,0.011904761904761904,0.6488095238095238,0.6659877800407332,0.025793650793650792,0.24404761904761904,0.3170103092783505,0.23015873015873015,0.6329365079365079,0.6673640167364017,0.051587301587301584,6.22455842927536,5.455321115357702
2022-09,2022-09-01,Post-takeover,117.0,True,279,0.7455197132616488,0.7536231884057971,0.010752688172043012,0.45878136200716846,0.5059288537549407,0.0931899641577061,0.9068100358422939,1.0,0.0931899641577061,0.48028673835125446,0.5153846153846153,0.06810035842293907,0.7455197132616488,0.7849056603773585,0.05017921146953405,0.5806451612903226,0.6328125,0.08243727598566308,0.48028673835125446,0.5214007782101168,0.07885304659498207,0.34767025089605735,0.4127659574468085,0.15770609318996415,0.9390681003584229,0.9390681003584229,0.0,0.8279569892473119,0.84,0.014336917562724014,0.6379928315412187,0.6544117647058824,0.025089605734767026,0.4050179211469534,0.4788135593220339,0.15412186379928317,0.5842293906810035,0.6317829457364341,0.07526881720430108,5.634789603169249,4.770684624465665
2022-10,2022-10-01,Post-takeover,28.0,True,201,0.7860696517412935,0.7860696517412935,0.0,0.43781094527363185,0.4607329842931937,0.04975124378109453,0.9502487562189055,1.0,0.04975124378109453,0.4527363184079602,0.48148148148148145,0.05970149253731343,0.736318407960199,0.774869109947644,0.04975124378109453,0.5621890547263682,0.5978835978835979,0.05970149253731343,0.4975124378109453,0.5347593582887701,0.06965174129353234,0.3283582089552239,0.37714285714285717,0.12935323383084577,0.9502487562189055,0.9502487562189055,0.0,0.8159203980099502,0.8241206030150754,0.009950248756218905,0.6567164179104478,0.6700507614213198,0.01990049751243781,0.42786069651741293,0.5212121212121212,0.1791044776119403,0.4975124378109453,0.5376344086021505,0.07462686567164178,5.308267697401205,3.367295829986474
2022-11,2022-11-01,Post-takeover,111.0,True,155,0.6645161290322581,0.6645161290322581,0.0,0.33548387096774196,0.36363636363636365,0.07741935483870968,0.9225806451612903,1.0,0.07741935483870968,0.4645161290322581,0.4897959183673469,0.05161290322580645,0.6580645161290323,0.6891891891891891,0.04516129032258064,0.43870967741935485,0.4657534246575342,0.05806451612903226,0.3870967741935484,0.4195804195804196,0.07741935483870968,0.2129032258064516,0.23741007194244604,0.1032258064516129,0.9548387096774194,0.9673202614379085,0.012903225806451613,0.8129032258064516,0.8181818181818182,0.0064516129032258064,0.6129032258064516,0.6418918918918919,0.04516129032258064,0.3225806451612903,0.373134328358209,0.13548387096774195,0.4258064516129032,0.44594594594594594,0.04516129032258064,5.049856007249537,4.718498871295094
